,head,tail,relation,sentence,time,head_code,tail_code
574,翔丰华,丰华股份,未知Unknown,云财经讯，11月26日电，翔丰华公告，股东启迪汇德收监管函，因其自行作出的在连续九十个自然日内通过集中竞价交易方式减持股份总数不超过翔丰华股份总数1%的减持计划不一致,2021-11-26 15:35:28,300890,600615.SH
575,南京银行,金麒麟,未知Unknown,【丁晓平：金融科技的快速变迁，需要技术人员不断对系统进行更新迭代】南京银行数字银行管理部总经理丁晓平在第14届金麒麟金融峰会上表示，金融科技和数字化技术快速的变迁、迭代，对于技术人员或者数字化人才来说，需要不停地掌握最新的技术，进行系统不断的更新迭代,2021-12-16 12:43:54,601009.SH,603586.SH
576,兴业银行,凯莱英,未知Unknown,【35股获机构买入型评级 兴业银行、凯莱英关注度最高】统计显示，2月21日有35只个股获机构买入型评级,2022-02-22 11:04:25,601166.SH,002821.SZ
577,北新建材,中材国际,合作,北新建材：拟与中材国际、邯郸中材在泰国投资设立一家私营有限责任公司，注册资本拟为2800万美元等值泰铢；合资公司拟投资建设一条年产4000万平方米纸面石膏板生产线、一条年产3000吨轻钢龙骨生产线、一条年产400万平方米装饰石膏板生产线及其配套设施，预计总投资为5500万美元,2021-12-20 21:10:35,000786.SZ,600970.SH
578,亿纬锂能,蓝晓科技,合作,【亿纬锂能：与蓝晓科技签订战略合作协议 积极参与西藏结则茶卡盐湖锂资源的开发利用】亿纬锂能公告，与西安蓝晓科技新材料股份有限公司签订《战略合作协议》,2022-01-11 07:46:37,300014.SZ,300487.SZ
579,药明康德,康龙化成,同跌,港股生物医药板块大跌，药明生物跌超21%，药明康德跌超20%，康龙化成跌近17%，荣昌生物跌超16%，金斯瑞生物科技跌超14%,2021-12-15 15:45:12,603259.SH,300759.SZ
580,新筑股份,兆新股份,同涨,涨停股中，从收盘涨停板封单量来看，永安期货最受追捧，收盘涨停板封单有4182.97万股；其次是新筑股份、兆新股份等，涨停板封单分别有3701.6万股、1883.56万股,2021-12-28 15:28:18,002480.SZ,002256.SZ
581,天康生物,华统股份,同涨,猪肉板块午后持续活跃，天康生物涨超5%，华统股份、鹏都农牧、巨星农牧跟涨,2021-12-22 14:24:00,002100.SZ,002840.SZ
582,中信建投,兴业证券,未知Unknown,中信建投与兴业证券的MSCI ESG评级也出现上升，最新评级为BBB级,2022-01-03 08:49:16,601066.SH,601377.SH
583,中国石化,中国船舶,合作,云财经讯，11月29日，中国石化与中国船舶在京签署战略合作框架协议，双方将发挥各自优势，在更大范围、更深层次上推进合作,2021-11-30 13:10:10,600028.SH,600150.SH
584,中青宝,丝路视觉,同跌,云游戏板块走弱，中青宝跌超4%，丝路视觉、新国脉、汤姆猫跟跌,2021-11-23 09:32:00,300052.SZ,300556.SZ
585,鼎胜新材,宁德时代,合作,【鼎胜新材：子公司五星铝业与宁德时代签订了框架性合作协议】鼎胜新材( 603876)12月19日晚间公告，全资子公司五星铝业与宁德时代签订了框架性合作协议,2021-12-19 16:09:48,603876.SH,300750.SZ
586,浦发银行,科远智慧,未知Unknown,【浦发银行：科远智慧收到的银行存款询证函回函非我行出具】浦发银行官微发布声明：经我行核查，南京科远智慧科技集团股份有限公司年审会计师收到的“2020年底银行存款询证函回函”非我行出具,2021-11-24 17:37:46,600000.SH,002380.SZ
587,科伦药业,华友钴业,未知Unknown,证监会公告，四川科伦药业股份有限公司、浙江华友钴业股份有限公司发行可转债事项1月17日上会,2022-01-13 18:53:00,002422.SZ,603799.SH
588,中科电气,宁德时代,合作,中科电气公告，中科星城控股与宁德时代将对公司子公司贵安新区中科星城进行增资，其中，中科星城控股将向贵安新区中科星城增资人民币4.2亿元，宁德时代或其全资子公司将向贵安新区中科星城增资人民币2.8亿元，本次增资完成后，贵安新区中科星城...,2022-02-20 16:39:00,300035.SZ,300750.SZ
589,一汽富维,富奥股份,未知Unknown,【一汽富维：拟非公开增发募资不超过约6.35亿元】一汽富维(SH 600742)12月1日晚间发布公告称，本次非公开发行A股股票的对象为富奥股份共1名特定投资者，本次非公开发行股票的数量为募集资金总额除以本次非公开发行股票的发行价格，且不超过本次发行前公司总股本的30%，即不超过约2.01亿股(含本数),2021-12-01 19:13:24,600742.SH,000030.SZ
590,洛阳玻璃,福耀玻璃,同涨,港股光伏太阳能板块拉升，洛阳玻璃(01108.HK)涨10.65%，水发兴业能源(00750.HK)涨7.73%，阳光能源(00757.HK)涨5.88%，彩虹新能源(00438.HK)涨5.41%，北京能源国际(00686.HK)涨3.85%，福耀玻璃(03606.HK)涨3.33%,2021-12-09 14:14:38,600876.SH,600660.SH
591,国新能源,比亚迪,未知Unknown,开源证券分析认为，2022年，我国新能源乘用车销量有望突破550万辆，按照20%-25%比例计算，比亚迪新能源汽车2022年销量预计达110-137.5万辆,2022-02-07 18:50:01,600617.SH,002594.SZ
592,万马股份,中兴通讯,供应,【万马股份：万马通信业务成为中兴通讯的合格供方】近日，万马通信收到中兴通讯供应商体系审核组的通知，经过严格的审核评估，万马通信顺利通过了中兴通信的供方资质认证，这意味着万马通信正式成为中兴通讯的合格供方,2021-12-23 17:12:08,002276.SZ,000063.SZ
593,中国电信,中国联通,合作,中国电信和中国联通联合发布自主研发的共建共享区块链调度平台,2022-01-05 16:56:00,601728,600050.SH
594,光大银行,上海银行,同行,光大银行广州分行、华侨永亨银行（中国）珠海分行、大新银行（中国）广州分行、上海银行深圳分行、厦门国际银行珠海分行、创兴银行等14家银行入围,2022-01-29 07:28:00,601818.SH,601229.SH
595,宁德时代,时代新材,上级,【宁德时代10亿成立新公司 经营范围含石墨及碳素制品制造】企查查APP显示，12月30日，锦州时代新材料科技有限公司成立，法定代表人为陶龙，注册资本10亿元人民币，经营范围包含：电子专用材料制造，石墨及碳素制品制造，石墨及碳素制品销售，新材料技术研发等,2021-12-31 11:26:02,300750.SZ,600458.SH
596,盾安环境,格力电器,未知Unknown,盾安环境：珠海格力电器股份有限公司收到国家市场监督管理总局《经营者集中反垄断审查不予禁止决定书》,2022-02-23 17:23:56,002011.SZ,000651.SZ
597,药明康德,宁德时代,同跌,板块方面，旅游、餐饮板块拉升走高，煤炭、港口航运、教育、基建等板块活跃，数字货币板块探底回升；CRO概念股下挫，药明康德跌停，锂电股走弱，盘中宁德时代一度跌超9%，半导体芯片、储能、光伏、白酒等板块低迷,2022-02-08 11:31:51,603259.SH,300750.SZ
598,中国联通,海康威视,未知Unknown,中国轻工联合会、中国船级社、上海宝信、中国移动、中国联通、海康威视、中科院信工所等各有关单位围绕轻工、船舶、钢铁、矿山等工业互联网垂直应用行业、典型应用场景、关键技术领域的安全标准编制情况进行了介绍,2021-12-28 14:44:03,600050.SH,002415.SZ
599,内蒙华电,吉电股份,同涨,电力板块异动拉升，物产环能、金山股份涨停，内蒙华电、吉电股份跟涨,2021-12-17 09:35:00,600863.SH,000875.SZ
600,长城汽车,通威股份,未知Unknown,【70股获机构买入型评级 长城汽车、通威股份关注度最高】据Choice统计显示，(1月7-1月9日)期间共有70只个股获机构买入型评级,2022-01-10 11:21:18,601633.SH,600438.SH
601,中国银行,浙商银行,未知Unknown,云财经讯，11月18日电，中国银保监会消费者权益保护局今日通报了银行服务违规收费典型案例，5家银行被点名，分别为：中国进出口银行执行内部收费减免要求不到位、中国银行未提供银团贷款服务而收费、浙商银行执行内部收费减免要求不到位、江苏如皋农村商业银行未合理分担小微企业抵押物财产险保费、大华银行（中国）以贷收费,2021-11-18 18:42:35,601988,601916.SH
602,游族网络,红塔证券,未知Unknown,【游族网络：林奇名下质押股份拟被动减持不超3.87%股份】游族网络公告，林奇先生生前与红塔证券开展股票质押式回购交易业务，因质押到期未能足额清偿上述相关债务而构成业务违约，公司近日接到公司股东林奇先生的亲属通知，获悉其名下质押在红塔证券的部分公司股票存在被动减持的可能性，拟被动减持股份预计将不超过3.87%,2021-11-19 20:05:31,002174.SZ,601236.SH
603,兴业银行,国泰君安,未知Unknown,【兴业银行首席策略师乔永远：2022年宏观经济诸多变量里重要的政策变量是“双循环”】在“国泰君安2022年资本市场云端年会”上，兴业银行首席策略师乔永远认为，2022年宏观经济诸多变量里重要的政策变量是“双循环”,2021-11-29 23:11:22,601166.SH,601211.SH
604,新希望,新希望乳业,未知Unknown,云财经讯，12月17日电，近日，新希望乳业董事长席刚出任红星乳业董事职位，另有“新希望系”高管邱屿、史涵、赵坤瑜也出现在红星乳业高管名单中,2021-12-17 11:39:33,876,002946.SZ
605,紫金矿业,嘉友国际,未知Unknown,【紫金矿业：拟投资入股嘉友国际 将持其21.23%股份】12月20日，紫金矿业公告，公司全资子公司紫金国贸通过协议转让方式，出资8.5亿元受让嘉友国际14.21%股份,2021-12-20 17:40:31,601899.SH,603871.SH
606,中国平安,中国银行,未知Unknown,云财经讯，1月20日电，中国平安公告，聘任邓斌出任公司首席投资官，邓斌的任职资格尚待中国银行保险监督管理委员会核准,2022-01-20 18:34:39,601318.SH,601988
607,泸州老窖,五粮液,未知Unknown,【摩根大通将泸州老窖、五粮液评级上调至超配】摩根大通将泸州老窖评级上调至超配，之前的评级为中性，目标价300元人民币，即上涨21%,2022-01-05 18:43:16,000568.SZ,000858.SZ
608,招商证券,国泰君安,未知Unknown,云财经讯，1月25日电，中金所公布国债期货主做市商、一般做市商和预备做市商名单，同意招商证券等8家证券公司为国债期货主做市商，国泰君安证券等4家证券公司为国债期货一般做市商，平安证券为国债期货预备做市商,2022-01-25 17:07:52,600999.SH,601211.SH
609,上峰水泥,海螺水泥,未知Unknown,【上峰水泥：子公司拟签署投资合作协议】上峰水泥(000672)1月28日晚间公告，子公司上峰建材拟与海螺水泥全资子公司海螺国际控股、乌兹别克斯坦乔伊丹姆共同签署投资合作协议，计划以乌兹别克斯坦合资企业上峰友谊之桥为合作平台，利用其现有的批文权证许可及资源，将原计划在乌兹别克斯坦安集延投资建设1条日产3200吨熟料水泥生产线项目调整为投资建设2条日产5000吨新型干法水泥熟料生产线及100万吨骨料项目并运营，项目一次规划分期实施,2022-01-28 16:23:25,000672.SZ,600585
610,长城汽车,比亚迪,同涨,港股汽车股大涨，理想汽车涨超12%，小鹏汽车涨超9%，长城汽车、比亚迪股份涨超3%,2022-02-04 09:24:32,601633.SH,002594.SZ
611,行动教育,美凯龙,合作,云财经讯，从行动教育了解到，12月30日，在红星美凯龙总部，红星美凯龙、行动教育正式达成战略合作，双方强强联手将在人才战略上进行深度战略合作，构建更加全面更加深层的人才合作和交流机制，共同致力打造家居行业的人才生态圈,2021-12-31 12:23:52,605098,601828
612,越博动力,比亚迪,合作,云财经讯，11月25日，越博动力董事长兼总经理李占江、新能源汽车研究院执行院长任钢、供应链总监魏新君等一行赶赴深圳，与比亚迪集团高级副总裁、弗迪动力有限公司董事长罗红斌及电机、电控等部门负责人等就新能源汽车动力系统相关事宜进行合作交流,2021-11-25 16:11:08,300742.SZ,002594.SZ
613,广电运通,启迪环境,未知Unknown,【早间公告：广电运通控股子公司中科江南IPO申请获证监会注册】启迪环境：收到湖北证监局责令改正监管措施决定书；经查，湖北证监局发现公司存在信息披露不准确、会计核算不准确等违法违规问题,2022-01-19 08:11:09,002152.SZ,000826.SZ
614,合盛硅业,江苏阳光,未知Unknown,近日，先后有多家公司宣布将进军硅料业务，分别是合盛硅业、江苏阳光以及信义光能，这几家公司此前都极少涉足硅料业务,2021-12-18 06:57:48,603260.SH,600220.SH
615,鄂尔多斯,中国电信,未知Unknown,【鄂尔多斯：落实虚拟货币“挖矿”整治工作 限期完成欠费清缴】据鄂尔多斯高新区官方公众号发布的消息，在近日鄂尔多斯高投公司组织云计算产业园各租赁企业开展消防及安全生产座谈会上，中国电信、通用计算、赛诺伯特、布尔科技、区块链等企业负责人参加，会议就国务院、内蒙古自治区及鄂尔多斯市落实虚拟货币“挖矿”整治工作的有关部署及租赁欠费情况进行了通报，要求各企业充分认识当前形势，确保租赁厂房“虚拟货币”项目零新增零存量，限期完成欠费清缴,2021-11-30 09:24:12,600295.SH,601728
