复星医药	昊海生科	港股医美概念股拉升，瑞丽医美涨12.66%，时代天使涨6.7%，复星医药涨3.11%，康哲药业涨1.39%，昊海生科涨0.73%
金风科技	三峡能源	【金风科技：拟参与成立合资公司 投资抽水蓄能电站项目】金风科技(002202)9月28日晚间公告，公司全资子公司天润新能与内蒙古电力、南方电网、三峡能源及乌海金控共同签署《乌海抽水蓄能公司投资组建协议》并成立合资公司投资抽水蓄能电站项目，初始注册资本金为16亿元，其中天润新能出资比例为6%，即出资额为9600万元
中油工程	中国石油	【中油工程：子公司联合中标约27.8亿元泰国天然气处理厂项目】中油工程(600339)9月28日晚间公告，公司全资子公司中国石油管道局工程有限公司和中国石油工程建设有限公司组成的联合体，收到业主泰国国家石油公司发来的泰国国家石油公司第七天然气处理厂总包项目的授标函，中标金额折合约27.8亿元，合同工期暂定39个月（含质保期12个月）
贵州茅台	中国平安	贵州茅台、中国平安分别获净买入3.57亿元、3.39亿元
中国广核	中国核电	【中国广核：公司目前没有与中国核电合并计划】中国广核(003816.SZ)9月28日在投资者互动平台表示，核电技术的不断进步是行业发展的必然趋势，公司目前没有合并计划
兖州煤业	中煤能源	煤炭股、石油股涨幅居前，兖州煤业股份涨超15%，中煤能源涨近8%，中海油田服务涨逾11%
江河集团	上海建工	【江河集团：子公司签订4亿元工程合同】江河集团(601886)9月28日晚间公告，子公司上海江河幕墙系统工程有限公司近日与上海建工集团股份有限公司签署《上海市浦东新区张江中区单元57-01地块项目外立面设计、供应及安装工程合同》，合同金额4亿元，约占公司2020年度营业收入的2.21%
红相股份	三峡能源	【红相股份：拟1.86亿元出售中宁银变100%股权】红相股份(300427)9月28日晚间公告，子公司银川变压器拟将所持中宁县银变新能源有限公司（简称“中宁银变”）100%股权，以1.86亿元转让给三峡能源
华能国际	大唐发电	华能国际电力(00902.HK)涨7.6%，中国电力(02380.HK)涨7%，华润电力(00836.HK)涨6%，大唐发电(00991.HK)涨4.3%
嘉凯城	中信证券	嘉凯城：广州凯隆将公司3.99%股份转让给中信证券，转让价格2.7元/股
贵州茅台	五粮液	【头部公募点评白酒股大涨：消费龙头底部特征明显】今日上午，贵州茅台、五粮液盘中罕见涨停
贵州茅台	五粮液	盘面上，大消费板块走强，白酒、养殖、餐饮旅游、医疗保健板块涨幅居前，贵州茅台、五粮液盘中均触及涨停；周期股深度回调，有色金属、钢铁、化工、海运板块领跌，稀土概念股几乎全线跌停
中远海控	中远海发	【中远海控跌超8%领跌海运股 空箱短缺情况目前已经基本得到缓解】海运股早盘集体重挫，截至发稿，中远海控(01919)跌7.66%，报13.02港元；中远海发(02866)跌7.14%，报1.56港元；海丰国际(01308)跌6.2%，报33.3港元；东方海外国际(00316)跌5.87%，报149港元
兖州煤业	中国神华	【煤炭板块大涨 动力煤期货再刷新高】煤炭板块大涨，兖州煤业股份(1171.HK)涨5.7%、久泰邦达能源(2798.HK)涨3.6%、中国神华(1088.HK)涨2.7%
大唐发电	华能国际	港股电力股齐涨，华润电力涨5.69%，中国电力涨3.41%，大唐发电涨2.65%，华能国际电力股份涨2.2%
泸州老窖	贵州茅台	【行情】白酒板块大幅拉升，泸州老窖涨停，贵州茅台涨逾6%
中信证券	贵州茅台	【中信证券：看好贵州茅台长期投资价值 公司估值回落提供布局机会】中信证券研报指出，茅台新任掌门人给市场展现出清晰的发展思路，明确“打造世界一流的上市企业”的发展目标，我们认为将夯实市场对公司发展的信心
中国联通	中国电信	大会首日，阿里巴巴董事会主席兼首席执行官张勇、特斯拉CEO马斯克、小米集团董事长雷军、红杉资本全球执行合伙人沈南鹏、中国联通董事长刘烈宏、中国电信董事长柯瑞文、中国移动董事长杨杰、英特尔CEO帕特·基辛格、高通CEO安蒙等大佬以视频或现场方式齐聚一堂
金岭矿业	华工科技	【早间公告：金岭矿业、罗普斯金回应限电影响；华工科技前三季度净利润预增54%-66%】9月27日早间公告
西藏矿业	西藏珠峰	重点关注二线标的中管理层优秀、资源端有核心变化的公司，如天华、盛新、雅化、中矿、西藏矿业、西藏珠峰、科达制造等等
中金公司	贵州茅台	【中金公司维持贵州茅台2486元目标价 目前股价有46.75%的上行空间】中金公司9月27日发布研报，维持贵州茅台跑赢行业评级，目标价位2486元
中信证券	爱美客	其中：首次公开发行前股东持有的部分限售股数量为49,748,515股，股东数量9户；中信证券爱美客员工参与创业板战略配售集合资产管理计划有限售条件股份4,981,313股，股东数量为1户
牧原股份	思维列控	【河南证监局：将检查牧原股份年报审计项目】河南证监局公示，将对牧原股份、思维列控年报审计项目进行检查
五矿稀土	中国铝业	此外，五矿稀土接到中国五矿集团有限公司通知，中国铝业集团有限公司、中国五矿集团有限公司、赣州市人民政府等正在筹划相关稀土资产的战略性重组
五粮液	泸州老窖	五粮液、泸州老窖则双双涨停
贵州茅台	五粮液	贵州茅台、五粮液分别获净买入11.45亿元、8.94亿元
中信证券	中远海控	市场研判：①中信证券预计行业供给紧张的格局年内难被扭转，煤价整体有望维持高位；②高盛称美股平静之下风险潜伏，4大市场问题依旧难解；③杰富瑞称运价仍未见顶，维持中远海控、东方海外买入评级
兖州煤业	天风证券	港股热股追踪：①协合新能源涨超8%，拟售后回租湖北两个发电站项目配套设施净融资约3.2亿元；②中国海洋石油涨超5%，拟发近30亿股于上海上市筹350亿人民币；③中烟香港涨超10%，拟斥资近5亿港币收购母企巴西烟草业务；④兖州煤业股份涨超4%，天风证券称煤炭短期供不应求局面持续
华电国际	华能国际	电力股普跌，华电国际跌12.65%，华能国际跌11.76%
百克生物	长春高新	【百克生物：终止与思安信签署新冠病毒疫苗(PIV-5载体)许可合作协议】百克生物(688276)9月27日晚间公告，终止公司及母公司长春高新与思安信签署新型冠状病毒疫苗(PIV-5载体)许可合作协议，原因是交易各方最终无法就研发节奏、交易对价等内容达成一致意见
长春高新	百克生物	截至目前，长春高新、百克生物公司未开展该交易事项涉及的相关研究工作，百克生物对该项目进行调研、评估支出155.35万元，终止交易不会对公司经营业绩产生不利影响
华能国际	大唐发电	华能国际电力跌10%，大唐发电跌6.6%，华润电力跌2%，中国电力跌1.7%
民生银行	中国银行	【因流动资金贷款滞留借款人账户 民生银行乌鲁木齐分行被罚款30万】据新疆银保监局行政处罚信息公开表(新银保监罚决字〔2021〕82号)显示，民生银行乌鲁木齐分行未严格执行实贷实付，流动资金贷款滞留借款人账户，中国银行保险监督管理委员会新疆监管局依据《中华人民共和国银行业监督管理法》第四十六条第五项，罚款人民币30万元，处罚日期为2021年9月24日
航锦科技	氯碱化工	【航锦科技向全资子公司划转化工业务相关资产与负债】航锦科技公告，公司董事会同意公司将截至基准日2021年8月31日止与化工业务相关的资产及负债按账面净值预计104,833.68万元划转至全资子公司航锦锦西氯碱化工有限公司，并授权公司管理层办理资产及负债划转的相关事宜
新宙邦	珠海冠宇	【新宙邦：参与珠海冠宇IPO战略投资者配售 获配336.9万股】新宙邦(300037)9月26日晚间公告，公司以自有资金参与珠海冠宇电池股份有限公司A股IPO战略投资者配售，拟获配售股数为336.9万股，获配金额4861.49万元
中国电建	南国置业	【中国电建：终止以资产认购南国置业发行股份相关事宜】中国电建公告，鉴于目前宏观环境变化等原因，本次交易事项尚未取得实质进展
五矿稀土	中国铝业	【中铝、五矿联合赣州打造稀土航母 六大稀土集团格局有望重塑】9月23日，五矿稀土发布公告称，公司接到实际控制人中国五矿集团有限公司通知，中国铝业集团有限公司、中国五矿集团有限公司、赣州市人民政府等正在筹划相关稀土资产的战略性重组
南方航空	东方航空	据悉，目前南方航空、东方航空、中国国际航空、中国联合航空等26家国内航空运输企业在大兴机场运营，8月运营国内航线145条，通达全国135个航点
五粮液	贵州茅台	【北向资金节前扫货白酒 大幅增持五粮液、贵州茅台等个股 减持这些行业（附名单）】从净买入金额来看，北向资金增持了43个行业，其中酿酒行业居首
厦门国贸	晨鸣纸业	【六家企业签署纸浆贸易定价期现合作协议】9月23日，在上期所、中国造纸协会和厦门国贸纸业有限公司共同主办的第十八届上海衍生品市场论坛纸浆分论坛上，金光纸业(中国)投资有限公司、中国纸业投资有限公司、山东晨鸣纸业集团股份有限公司、厦门国贸纸业有限公司、浙江万邦浆纸集团有限公司、浙江永安资本管理有限公司签署纸浆贸易定价期现合作协议，将以纸浆期货价格作为长约定价的重要参考和依据，灵活使用和积极推广“期货价格+升贴水”的贸易定价模式，实现价格风险的有效管理
华能国际	中国国航	盘面上，电力股、地产股延续昨日强势，富力地产大涨8.5%，华能国际涨1.6%；药品股、餐饮股、航空股、海运股、石油股、钢铁、铝等有色板块普涨，九毛九、中国国航皆高开逾2%；大型科技股阿里巴巴、小米跌超1%，腾讯、美团、百度小幅低开，家电股、光伏玻璃股走弱明显
纳川股份	中国电建	【纳川股份：联合体预中标阳新县长江大保护水环境综合治理PPP项目（一期工程）】纳川股份(300198)9月24日早间公告，由长江生态环保集团有限公司作为牵头人与三峡绿色发展有限公司、上海宝冶集团有限公司、中国电建集团华东勘测设计研究院有限公司、福建纳川管材科技股份有限公司、三峡生态环境有限公司组成的联合体成为阳新县长江大保护水环境综合治理PPP项目(一期工程)的预中标单位
包钢股份	北方稀土	”稀土业务方面，包钢股份表示，公司是北方稀土的上游，公司为北方稀土提供稀土原料
平安银行	建设银行	【“超级大包”来了 个贷不良批量转让市场供需活跃】日前，个贷不良批量转让市场“大包”接连出现，平安银行价值11.5亿元个贷不良资产包9月23日公开竞价，建设银行3期合计1.43亿元的个贷不良资产包于日前成功转让
五矿稀土	中国铝业	【强强联合重组提升集中度 新型中国稀土集团呼之欲出】9月23日晚，五矿稀土公告，接到中国五矿集团有限公司通知，中国铝业集团有限公司(下称中国铝业集团)、中国五矿集团有限公司(下称中国五矿集团)、赣州市人民政府等正在筹划相关稀土资产的战略性重组
