head,tail,sentence
皓元医药,欧林生物,【新股大爆发！刚有一签暴赚14万，今天或又见10万大肉签！还有8只在路上】6月8日，又有新股赚钱让人惊呆，科创板的N皓元(皓元医药)，中一签最高可赚14万元，另一只同样是科创板的新股N欧林(欧林生物)首日涨幅也超300%
华宏科技,天奇股份,华宏科技是汽车拆解及废钢处理设备龙头企业；天奇股份深度布局汽车拆解全产业链
宁德时代,比亚迪,【资讯】消息称苹果就电动汽车电池供应，目前正在与宁德时代和比亚迪磋商
中泰证券,东方证券,【李迅雷最新判断：本轮大宗商品不存在超级周期，今年年底或将迎来拐点】6月9日下午，“中国宏观经济论坛”第27期研讨会上，中泰证券首席经济学家李迅雷、植信投资首席经济学家兼研究院院长连平、东方证券首席经济学家邵宇等大咖就“疫后经济复苏期大宗商品价格上涨的挑战与应对”这一热点话题，进行线上互动交流
科大讯飞,江淮汽车,【科大讯飞与江淮汽车签订战略合作协议】6月9日，科大讯飞与江淮汽车在合肥签署了战略合作框架协议
宁德时代,比亚迪,【苹果造车电池大单花落这两家中国公司？】有消息称，苹果就电动汽车电池供应，目前正在与宁德时代和比亚迪磋商
科大讯飞,江淮汽车,【江汽集团：与科大讯飞签订战略合作协议】江汽集团微信公众号6月9日消息，6月9日，科大讯飞股份有限公司与安徽江淮汽车集团股份有限公司在合肥签署了战略合作框架协议
盐田港,招商蛇口,公告信息显示，平安广州交投广河高速公路封闭式基础设施证券投资基金（广州广河）、红土创新盐田港仓储物流封闭式基础设施证券投资基金（盐港REIT）已于6月9日起开始办理跨系统转托管业务，中航首钢生物质封闭式基础设施证券投资基金（首钢绿能）、博时招商蛇口产业园封闭式基础设施证券投资基金（蛇口产园）将于6月10日起开始办理跨系统转托管业务
中信建投,中远海控,【中信建投“放卫星”：上调中远海控2021年盈利预测至775亿元】中信建投最新研报称，目前SCFI指数同比涨幅达285%，运价或将在未来一段时间继续创新高
思维列控,远望谷,【思维列控：远望谷4月28日以来减持2.21%股份，持股降至5%以下】思维列控公告，公司于6月2日收到股东远望谷的通知
齐鲁银行,煜邦电力,【万分之一概率！同日摇号的两只新股末四位中签号竟完全一致】6月8日，齐鲁银行(601665.SH)和煜邦电力(688597.SH)两只新股举行发行摇号抽签仪式，让人惊奇的是，这两家公司末“4”位数中签号码竟然完全一致！（第一财经）
中泰股份,中国船舶,【中泰股份：签署风电、光伏制氢及氢液化产业化项目框架合作协议】中泰股份公告，公司与赤峰市松山区人民政府、中国船舶集团风电发展有限公司、浙江润丰能源集团有限公司签署了《赤峰风电、光伏制氢及氢液化产业化项目框架合作协议》，旨在利用内蒙古赤峰市地区优异的风电、光伏资源开发低成本的可再生能源电解制氢技术，同时加快赤峰地区优势资源转换和新型工业化建设进程
中信建投,中远海控,【中信建投：上调中远海控2021年盈利预测至775亿元，目标价上调至38元】中信建投最新研报称，目前SCFI指数同比涨幅达285%，运价或将在未来一段时间继续创新高
中信建投,中远海控,中信建投预计中远海控2021/2022/2023年营业收入分别为2841亿元、2633亿元、2624亿元，同比增长65%、-7.3%、-1%，净利润分别实现775亿元、620亿元、533亿元，同比增长681%、-20%、-14%
招商蛇口,新城控股,其中，万科继续位列第一，碧桂园排名提升一位，位列第二，恒大、融创、保利、中海分别位列第三、第四、第五、第六，华润置地、龙湖集团排名与上年一致，分别位列第七、第八；招商蛇口排名提升三位，位列第九，首次跻身前十；新城控股位列第十位
比亚迪,长城汽车,【行情】港股汽车板块普涨，五菱汽车(00305.HK)涨超6%，东风集团股份(00489.HK)涨超5%，比亚迪股份(01211.HK)、吉利汽车(00175.HK)、长城汽车(02333.HK)涨超4%，北京汽车(01958.HK)涨超3%
华安证券,用友网络,【华安证券：用友网络估值有望达到1920亿元，维持“买入”评级】华安证券研报认为，用友网络战略收购柚子移动，是继收购大易云和携手美团之后今年又一重要生态战略布局，21Q1公司云业务实现高速增长，看好公司向企业级云服务商和商业创新平台提供商转型的发展前景
东吴证券,伊利股份,【东吴证券：维持伊利股份“买入”评级，目标价56.7元】东吴证券研报认为，伊利股份站在下一个十年新起点，定增布局长远
中信证券,海康威视,【中信证券：给予海康威视目标价86元，维持“买入”评级】中信证券研报指出，坚定看好海康威的中长期布局及龙头地位，考虑进军数字化转型新赛道公司打开更大成长空间，未来3~5年有望保持20+%的复合增长，同时公司软件实力也将进一步提升，对标A股硬件和软件公司龙头估值水平，基于2021年PE=50倍给予目标价86元，维持“买入”评级
金冠电气,金沃股份,【新股提示：金冠电气、金沃股份今日申购】今日可申购金冠电气和金沃股份
东航物流,东方航空,【联想控股：联营公司东航物流将于6月9日在上交所主板上市】联想控股6月8日晚在港交所公告，本公司联营公司东方航空物流股份有限公司已收到中国证监会的书面核准文件并完成A股发行，其发行的A股将于2021年6月9日在上交所主板上市
中国平安,中国人保,【意欲何为？外资不断加仓保险股】中证君梳理发现，摩根大通、贝莱德等外资机构频频对中国平安、中国人保等H股进行操作
江淮汽车,比亚迪,此外，5月新能源车出口呈现爆发式增长，特斯拉中国出口11527辆，上汽乘用车的新能源出口2430辆，江淮汽车出口549辆，比亚迪223辆
迈瑞医疗,长春高新,【最新！“顶流”大佬踩点这些公司（附名单）】五一节后共有660家公司获得机构来访，“好”公司更受机构青睐，迈瑞医疗、长春高新等被机构积极调研
妙可蓝多,涪陵榨菜,而妙可蓝多、涪陵榨菜等正被“顶流”基金经理关注
号百控股,中国电信,【号百控股：与中国电信集团财务有限公司续签《金融服务协议》暨关联交易】号百控股股份有限公司(以下简称“公司”)为优化财务管，理，提高资金使用效率，降低融资成本和风险，拟与中国电信集团财务有限公司(以下简称“财务公司”)续签《金融服务协议》
江淮汽车,比亚迪,【乘联会：5月新能源车出口呈现爆发式增长】乘联会：5月新能源车出口呈现爆发式增长，特斯拉中国出口11527辆，上汽乘用车的新能源出口2430辆，江淮汽车出口549辆，比亚迪223辆，爱驰汽车143辆，其他车企新能源车出口也正蓄势待发
格力电器,中兴通讯,【格力电器（郑州）、河南联通、中兴通讯签署5G战略合作协议】近日，格力电器（郑州）有限公司（简称“郑州格力”）、中国联合网络通信有限公司河南省分公司（简称“河南联通”）、中兴通讯股份有限公司（简称“中兴通讯”）签署5G战略合作协议
宁德时代,比亚迪,【路透：苹果倾向于使用成本更低的磷酸铁锂电池】路透6月8日消息，四名熟知内情消息人士表示，苹果正与中国电池供应商宁德时代及比亚迪就电动车项目的电池供应进行初步洽谈
中信证券,比亚迪,【中信证券：比亚迪5月销量符合预期，电动车景气持续向上】中信证券研报指出，2021年5月比亚迪新能源汽车销售3.28万辆，同比+190%，环比+28%，符合预期
宁德时代,比亚迪,消息方面，苹果与宁德时代和比亚迪磋商为其电动汽车项目供应电池的协议
宁德时代,比亚迪,【公司消息】据路透，苹果与宁德时代和比亚迪磋商为其电动汽车项目供应电池的协议
赣锋锂业,洛阳钼业,【行情】港股有色金属股走弱，五矿资源(01208.HK)跌8.29%，中国大冶有色金属(00661.HK)跌8.33%，赣锋锂业(01772.HK)与洛阳钼业(03993.HK)跌超5%
比亚迪,东方航空,盘面上，汽车股涨幅居前，五菱汽车涨超6%，比亚迪股份盘中一度涨近5%；内地航空股普涨，中国东方航空涨超2%
青岛啤酒,重庆啤酒,青岛啤酒、重庆啤酒股价均创历史新高
兰花科创,潞安环能,【煤炭板块强势上涨】兰花科创涨停，潞安环能、山西黑煤、山西焦煤等多股跟涨，煤炭ETF（515220）涨超2%，成交额超8000万元
广汽集团,长城汽车,【行情】港股汽车股板块走低，吉利汽车(00175.HK)跌近5%，雅迪控股(01585.HK)跌近4%，广汽集团(02238.HK)跌超2%，长城汽车(02333.HK)跌1.7%
中集集团,中远海控,【行情】港口航运股全线走强，永丰集团控股(01549.HK)上涨6.22%，中集集团(02039.HK)上涨5.26%，东方海外国际(00316.HK)上涨5.22%，中远海控(01919.HK)上涨4.01%
朗姿股份,华熙生物,上周多只医美概念股宣布减持，朗姿股份股东拟减持不超4.49%股份；华熙生物股东拟减持不超1%公司股份
康希诺,药明康德,【行情】港股医药股与生物技术股拉升，翰森制药(03692.HK)涨4.34%，康希诺生物(06185.HK)涨超4%，药明康德(02359.HK)涨1.76%，中国生物制药(01177.HK)涨1.16%
新洋丰,云图控股,短期来看，复合肥销售旺季将近，有望迎来量价齐升！推荐标的：新洋丰、云图控股
贵州茅台,五粮液,【连续2个月增持茅台！全球最大中国股票基金再出手，郭广昌却“偷偷”赚翻了】这个周末，贵州茅台迎来两个利好消息，一是全球最大的中国股票基金已连续两个月增持贵州茅台；二是，全球第四大中国股票基金也加仓了贵州茅台和五粮液
风华高科,三环集团,公司方面，风华高科是国产MLCC龙头；三环集团旗下MLCC产能快速扩张
绝味食品,煌上煌,【鸭王江湖再战，周黑鸭胜算几何？】当前市场给了公司较高的估值，公司动态PE达到146倍，同期绝味食品和煌上煌仅为58倍和33倍
多氟多,天际股份,【超百股上半年净利润翻倍，淘金半年报行情这里有富矿（名单）】预告半年报业绩大增的个股如多氟多、天际股份、蓝黛科技等均强势上攻，业绩预期良好的航运股、汽车股走势明显转强
